,rjd,berv,snr,RA,DEC,berv_computed,fileroot
0,54360.57059086021,6.834878,,1.477917,18.235,6.827,/Users/cretignier/Documents/Snaky/MY_STAR/data/s1d/SOPHIE_0.5/RAW/SOPHIE_2007-09-17T01:26:24.199.fits
