,filename,jdb,berv,flag,anomalous,flag1,flag2,CaIIH,CaIIH_std,CaIIK,CaIIK_std,CaI,CaI_std,MgIa,MgIa_std,MgIb,MgIb_std,MgIc,MgIc_std,NaD1,NaD1_std,NaD2,NaD2_std,NaDC,NaDC_std,Ha,Ha_std,Hb,Hb_std,Hc,Hc_std,Hd,Hd_std,Heps,Heps_std,HeID3,HeID3_std,CaII,CaII_std,NaD,NaD_std,MgI,MgI_std,RHK,RHK_std,MHK,MHK_std
0,/Users/cretignier/Documents/Snaky/MY_STAR/data/s1d/HARPS03_3.5/WORKSPACE/RASSINE_Stacked_spectrum_B0.00_HARPS.2003-02-20T05:02:49.900_s1d_A.p,52690.71047959989,22.3397,1,0,1,1,0.0704861724519437,0.0,0.0729242976196578,0.0,0.2044251207486037,0.0,0.2481612332344507,0.0,0.2256562930312386,0.0,0.2023648113373103,0.0,0.2493679167575816,0.0,0.2980408298165697,0.0,0.8502273824887506,0.0,0.2815861313765805,0.0,0.3544329125550195,0.0,0.4036354578933128,0.0,0.3089484404816781,0.0,0.1153500964466704,0.0,0.9672875840042926,0.0,0.0717052350358008,0.0,0.2737043732870756,0.0,0.3380911688014999,0.0,-4.860837052327272,0.04062117744402339,13.622860827467008,5.060817760598161
