,wave,telluric
2894,6278.94,0.950422
2895,6278.95,0.964582
2896,6278.96,0.972088
2897,6278.97,0.976017
2898,6278.98,0.977806
2899,6278.99,0.978049
2900,6279.0,0.976882
2901,6279.01,0.974074
2902,6279.02,0.968883
2903,6279.03,0.959611
2904,6279.04,0.942711
2905,6279.05,0.911681
2906,6279.06,0.857002
2907,6279.07,0.770196
2908,6279.08,0.656075
2909,6279.09,0.546896
2910,6279.1,0.493441
2911,6279.11,0.525485
2912,6279.12,0.623866
2913,6279.13,0.739883
2914,6279.14,0.83527
2915,6279.15,0.89871
2916,6279.16,0.936028
2917,6279.17,0.956674
2918,6279.18,0.967651
2919,6279.19,0.972639
2920,6279.2,0.972857
2921,6279.21,0.968531
2922,6279.22,0.960942
2923,6279.23,0.954065
2924,6279.24,0.953012
2925,6279.25,0.959477
2926,6279.26,0.970053
2927,6279.27,0.98002
2928,6279.28,0.987053
2929,6279.29,0.991256
2930,6279.3,0.993592
2931,6279.31,0.994913
2932,6279.32,0.995728
2933,6279.33,0.996288
2934,6279.34,0.996706
2935,6279.35,0.997033
2936,6279.36,0.997293
2937,6279.37,0.997503
2938,6279.38,0.99767
2939,6279.39,0.9978
2940,6279.4,0.997894
2941,6279.41,0.997949
2942,6279.42,0.997953
2943,6279.43,0.997879
2944,6279.44,0.997652
2945,6279.45,0.9971
2946,6279.46,0.995877
2947,6279.47,0.993436
2948,6279.48,0.989291
2949,6279.49,0.983809
2950,6279.5,0.979012
2951,6279.51,0.977629
2952,6279.52,0.980534
2953,6279.53,0.985851
2954,6279.54,0.990946
2955,6279.55,0.994469
2956,6279.56,0.996456
2957,6279.57,0.997447
2958,6279.58,0.99791
2959,6279.59,0.99812
2960,6279.6,0.998208
2961,6279.61,0.99823
2962,6279.62,0.99821
2963,6279.63,0.998158
2964,6279.64,0.998078
2965,6279.65,0.997972
2966,6279.66,0.997838
2967,6279.67,0.997674
2968,6279.68,0.997476
2969,6279.69,0.997238
2970,6279.7,0.996955
2971,6279.71,0.996617
2972,6279.72,0.99621
2973,6279.73,0.995716
2974,6279.74,0.995112
2975,6279.75,0.994362
2976,6279.76,0.993425
2977,6279.77,0.992238
2978,6279.78,0.9907
2979,6279.79,0.988654
2980,6279.8,0.985824
2981,6279.81,0.981696
2982,6279.82,0.975232
2983,6279.83,0.964234
2984,6279.84,0.944328
2985,6279.85,0.908016
2986,6279.86,0.845673
2987,6279.87,0.752774
2988,6279.88,0.644336
2989,6279.89,0.561597
2990,6279.9,0.548738
2991,6279.91,0.612938
2992,6279.92,0.717428
2993,6279.93,0.817088
2994,6279.94,0.889155
2995,6279.95,0.933244
2996,6279.96,0.957929
2997,6279.97,0.971508
2998,6279.98,0.9793
2999,6279.99,0.984115
3000,6280.0,0.987321
3001,6280.01,0.989583
3002,6280.02,0.991242
3003,6280.03,0.992495
3004,6280.04,0.993459
3005,6280.05,0.994212
3006,6280.06,0.994805
3007,6280.07,0.995273
3008,6280.08,0.995641
3009,6280.09,0.995929
3010,6280.1,0.996149
3011,6280.11,0.996311
3012,6280.12,0.996421
3013,6280.13,0.996483
3014,6280.14,0.996501
3015,6280.15,0.996476
3016,6280.16,0.996407
3017,6280.17,0.996293
3018,6280.18,0.996129
3019,6280.19,0.995908
3020,6280.2,0.995623
3021,6280.21,0.995261
3022,6280.22,0.99481
3023,6280.23,0.994248
3024,6280.24,0.993547
3025,6280.25,0.992666
3026,6280.26,0.991547
3027,6280.27,0.990103
3028,6280.28,0.988202
3029,6280.29,0.985624
3030,6280.3,0.981983
3031,6280.31,0.976532
3032,6280.32,0.967763
3033,6280.33,0.952637
3034,6280.34,0.925585
3035,6280.35,0.878215
3036,6280.36,0.801949
3037,6280.37,0.696791
3038,6280.38,0.584679
3039,6280.39,0.510795
3040,6280.4,0.514846
3041,6280.41,0.594569
3042,6280.42,0.70795
3043,6280.43,0.810945
3044,6280.44,0.883934
3045,6280.45,0.9286
3046,6280.46,0.954057
3047,6280.47,0.968472
3048,6280.48,0.97701
3049,6280.49,0.982421
3050,6280.5,0.986073
3051,6280.51,0.988669
3052,6280.52,0.990593
3053,6280.53,0.992063
3054,6280.54,0.993216
3055,6280.55,0.994139
3056,6280.56,0.994888
3057,6280.57,0.995506
3058,6280.58,0.99602
3059,6280.59,0.996452
3060,6280.6,0.996819
3061,6280.61,0.997131
3062,6280.62,0.9974
3063,6280.63,0.997632
3064,6280.64,0.997832
3065,6280.65,0.998005
3066,6280.66,0.998156
3067,6280.67,0.998288
3068,6280.68,0.998404
3069,6280.69,0.998505
3070,6280.7,0.998593
3071,6280.71,0.998668
3072,6280.72,0.998732
3073,6280.73,0.998786
3074,6280.74,0.99883
3075,6280.75,0.998865
3076,6280.76,0.998891
3077,6280.77,0.998907
3078,6280.78,0.998914
3079,6280.79,0.99891
3080,6280.8,0.998894
3081,6280.81,0.998864
3082,6280.82,0.998814
3083,6280.83,0.998735
3084,6280.84,0.998601
3085,6280.85,0.998352
3086,6280.86,0.997861
3087,6280.87,0.996906
3088,6280.88,0.995222
3089,6280.89,0.992775
3090,6280.9,0.99019
3091,6280.91,0.988695
3092,6280.92,0.989163
3093,6280.93,0.991214
3094,6280.94,0.993624
3095,6280.95,0.995445
3096,6280.96,0.996466
3097,6280.97,0.996882
3098,6280.98,0.996939
3099,6280.99,0.996792
3100,6281.0,0.996518
3101,6281.01,0.996139
3102,6281.02,0.995649
3103,6281.03,0.995028
3104,6281.04,0.994238
3105,6281.05,0.99323
3106,6281.06,0.991927
3107,6281.07,0.990197
3108,6281.08,0.987822
3109,6281.09,0.984398
3110,6281.1,0.979119
3111,6281.11,0.970291
3112,6281.12,0.954449
3113,6281.13,0.92534
3114,6281.14,0.874154
3115,6281.15,0.794385
3116,6281.16,0.694142
3117,6281.17,0.606509
3118,6281.18,0.575735
3119,6281.19,0.619994
3120,6281.2,0.71306
3121,6281.21,0.810373
3122,6281.22,0.884203
3123,6281.23,0.930619
3124,6281.24,0.957004
3125,6281.25,0.971544
3126,6281.26,0.979799
3127,6281.27,0.984824
3128,6281.28,0.988124
3129,6281.29,0.99043
3130,6281.3,0.992118
3131,6281.31,0.993397
3132,6281.32,0.994393
3133,6281.33,0.995185
3134,6281.34,0.995826
3135,6281.35,0.996347
3136,6281.36,0.996776
3137,6281.37,0.997131
3138,6281.38,0.997429
3139,6281.39,0.997682
3140,6281.4,0.997897
3141,6281.41,0.998082
3142,6281.42,0.998241
3143,6281.43,0.998378
3144,6281.44,0.998497
3145,6281.45,0.998599
3146,6281.46,0.998688
3147,6281.47,0.998765
3148,6281.48,0.998831
3149,6281.49,0.998888
3150,6281.5,0.998935
3151,6281.51,0.998974
3152,6281.52,0.999005
3153,6281.53,0.999029
3154,6281.54,0.999047
3155,6281.55,0.999057
3156,6281.56,0.999062
3157,6281.57,0.999059
3158,6281.58,0.99905
3159,6281.59,0.999035
3160,6281.6,0.999012
3161,6281.61,0.998982
3162,6281.62,0.998944
3163,6281.63,0.998897
3164,6281.64,0.99884
3165,6281.65,0.998772
3166,6281.66,0.998692
3167,6281.67,0.998597
3168,6281.68,0.998485
3169,6281.69,0.998349
3170,6281.7,0.998181
3171,6281.71,0.997958
3172,6281.72,0.997637
3173,6281.73,0.997115
3174,6281.74,0.996208
3175,6281.75,0.994656
3176,6281.76,0.99231
3177,6281.77,0.98954
3178,6281.78,0.987399
3179,6281.79,0.98691
3180,6281.8,0.988047
3181,6281.81,0.989748
3182,6281.82,0.990924
3183,6281.83,0.991133
3184,6281.84,0.990406
3185,6281.85,0.988833
3186,6281.86,0.986336
3187,6281.87,0.982536
3188,6281.88,0.976501
3189,6281.89,0.966191
3190,6281.9,0.947511
3191,6281.91,0.913369
3192,6281.92,0.854648
3193,6281.93,0.767156
3194,6281.94,0.665522
3195,6281.95,0.58922
3196,6281.96,0.579084
3197,6281.97,0.640175
3198,6281.98,0.737726
3199,6281.99,0.830186
3200,6282.0,0.896771
3201,6282.01,0.937473
3202,6282.02,0.9604
3203,6282.03,0.97316
3204,6282.04,0.98057
3205,6282.05,0.985198
3206,6282.06,0.988305
3207,6282.07,0.990511
3208,6282.08,0.992143
3209,6282.09,0.993391
3210,6282.1,0.994367
3211,6282.11,0.995145
3212,6282.12,0.995775
3213,6282.13,0.996292
3214,6282.14,0.996721
3215,6282.15,0.997081
3216,6282.16,0.997386
3217,6282.17,0.997646
3218,6282.18,0.997869
3219,6282.19,0.998061
3220,6282.2,0.998228
3221,6282.21,0.998373
3222,6282.22,0.998499
3223,6282.23,0.998609
3224,6282.24,0.998706
3225,6282.25,0.998791
3226,6282.26,0.998864
3227,6282.27,0.998928
3228,6282.28,0.998983
3229,6282.29,0.99903
3230,6282.3,0.99907
3231,6282.31,0.999103
3232,6282.32,0.99913
3233,6282.33,0.99915
3234,6282.34,0.999165
3235,6282.35,0.999174
3236,6282.36,0.999178
3237,6282.37,0.999176
3238,6282.38,0.999168
3239,6282.39,0.999155
3240,6282.4,0.999135
3241,6282.41,0.99911
3242,6282.42,0.999077
3243,6282.43,0.999037
3244,6282.44,0.998988
3245,6282.45,0.99893
3246,6282.46,0.998862
3247,6282.47,0.998781
3248,6282.48,0.998687
3249,6282.49,0.998575
3250,6282.5,0.998441
3251,6282.51,0.998278
3252,6282.52,0.998074
3253,6282.53,0.997802
3254,6282.54,0.997406
3255,6282.55,0.99679
3256,6282.56,0.995825
3257,6282.57,0.994444
3258,6282.58,0.992828
3259,6282.59,0.991457
3260,6282.6,0.990752
3261,6282.61,0.990585
3262,6282.62,0.990338
3263,6282.63,0.989364
3264,6282.64,0.987166
3265,6282.65,0.983087
3266,6282.66,0.97568
3267,6282.67,0.961825
3268,6282.68,0.935944
3269,6282.69,0.890591
3270,6282.7,0.821765
3271,6282.71,0.740506
3272,6282.72,0.678793
3273,6282.73,0.670931
3274,6282.74,0.721567
3275,6282.75,0.80092
3276,6282.76,0.874094
3277,6282.77,0.925197
3278,6282.78,0.955586
3279,6282.79,0.97229
3280,6282.8,0.981379
3281,6282.81,0.986577
3282,6282.82,0.989798
3283,6282.83,0.991951
3284,6282.84,0.993479
3285,6282.85,0.99461
3286,6282.86,0.995474
3287,6282.87,0.996152
3288,6282.88,0.996695
3289,6282.89,0.997137
3290,6282.9,0.997499
3291,6282.91,0.9978
3292,6282.92,0.998052
3293,6282.93,0.998264
3294,6282.94,0.998445
3295,6282.95,0.998601
3296,6282.96,0.998736
3297,6282.97,0.998854
3298,6282.98,0.998958
3299,6282.99,0.999049
3300,6283.0,0.999131
3301,6283.01,0.999203
3302,6283.02,0.999267
3303,6283.03,0.999325
3304,6283.04,0.999376
3305,6283.05,0.999423
3306,6283.06,0.999464
3307,6283.07,0.999502
3308,6283.08,0.999536
3309,6283.09,0.999567
3310,6283.1,0.999594
3311,6283.11,0.999619
3312,6283.12,0.999641
3313,6283.13,0.999661
3314,6283.14,0.999679
3315,6283.15,0.999695
3316,6283.16,0.999709
3317,6283.17,0.999722
3318,6283.18,0.999733
3319,6283.19,0.999742
3320,6283.2,0.99975
3321,6283.21,0.999757
3322,6283.22,0.999762
3323,6283.23,0.999766
3324,6283.24,0.999769
3325,6283.25,0.999771
3326,6283.26,0.999771
3327,6283.27,0.99977
3328,6283.28,0.999768
3329,6283.29,0.999764
3330,6283.3,0.999759
3331,6283.31,0.999753
3332,6283.32,0.999744
3333,6283.33,0.999734
3334,6283.34,0.999721
3335,6283.35,0.999706
3336,6283.36,0.999688
3337,6283.37,0.999665
3338,6283.38,0.999636
3339,6283.39,0.999598
3340,6283.4,0.999542
3341,6283.41,0.99945
3342,6283.42,0.999277
3343,6283.43,0.998946
3344,6283.44,0.998348
3345,6283.45,0.997425
3346,6283.46,0.996338
3347,6283.47,0.995549
3348,6283.48,0.995512
3349,6283.49,0.996217
3350,6283.5,0.997213
3351,6283.51,0.998049
3352,6283.52,0.998562
3353,6283.53,0.998803
3354,6283.54,0.998878
3355,6283.55,0.998865
3356,6283.56,0.998803
3357,6283.57,0.998711
3358,6283.58,0.998594
3359,6283.59,0.998451
3360,6283.6,0.99828
3361,6283.61,0.998075
3362,6283.62,0.997829
3363,6283.63,0.997531
3364,6283.64,0.997166
3365,6283.65,0.996718
3366,6283.66,0.99616
3367,6283.67,0.995455
3368,6283.68,0.994541
3369,6283.69,0.99332
3370,6283.7,0.991627
3371,6283.71,0.989149
3372,6283.72,0.985247
3373,6283.73,0.978559
3374,6283.74,0.966303
3375,6283.75,0.943593
3376,6283.76,0.903945
3377,6283.77,0.843875
3378,6283.78,0.772887
3379,6283.79,0.718636
3380,6283.8,0.711064
3381,6283.81,0.754756
3382,6283.82,0.824129
3383,6283.83,0.88849
3384,6283.84,0.933573
3385,6283.85,0.960433
3386,6283.86,0.975235
3387,6283.87,0.983319
3388,6283.88,0.987958
3389,6283.89,0.990838
3390,6283.9,0.992765
3391,6283.91,0.994131
3392,6283.92,0.995142
3393,6283.93,0.995913
3394,6283.94,0.996516
3395,6283.95,0.996997
3396,6283.96,0.997387
3397,6283.97,0.997708
3398,6283.98,0.997975
3399,6283.99,0.9982
3400,6284.0,0.99839
3401,6284.01,0.998553
3402,6284.02,0.998693
3403,6284.03,0.998812
3404,6284.04,0.998916
3405,6284.05,0.999006
3406,6284.06,0.999085
3407,6284.07,0.999153
3408,6284.08,0.999214
3409,6284.09,0.999266
3410,6284.1,0.999313
3411,6284.11,0.999353
3412,6284.12,0.999389
3413,6284.13,0.999421
3414,6284.14,0.999448
3415,6284.15,0.999471
3416,6284.16,0.999491
3417,6284.17,0.999507
3418,6284.18,0.999519
3419,6284.19,0.999529
3420,6284.2,0.999535
3421,6284.21,0.999538
3422,6284.22,0.999538
3423,6284.23,0.999535
3424,6284.24,0.999528
3425,6284.25,0.999518
3426,6284.26,0.999504
3427,6284.27,0.999486
3428,6284.28,0.999464
3429,6284.29,0.999436
3430,6284.3,0.999402
3431,6284.31,0.999362
3432,6284.32,0.999313
3433,6284.33,0.999255
3434,6284.34,0.999186
3435,6284.35,0.999102
3436,6284.36,0.999002
3437,6284.37,0.99888
3438,6284.38,0.998731
3439,6284.39,0.998549
3440,6284.4,0.99832
3441,6284.41,0.99803
3442,6284.42,0.997653
3443,6284.43,0.99715
3444,6284.44,0.996454
3445,6284.45,0.995438
3446,6284.46,0.993843
3447,6284.47,0.991086
3448,6284.48,0.98593
3449,6284.49,0.976055
3450,6284.5,0.958075
3451,6284.51,0.929417
3452,6284.52,0.893285
3453,6284.53,0.862811
3454,6284.54,0.854806
3455,6284.55,0.87421
3456,6284.56,0.908889
3457,6284.57,0.942364
3458,6284.58,0.966223
3459,6284.59,0.980436
3460,6284.6,0.988138
3461,6284.61,0.992224
3462,6284.62,0.994489
3463,6284.63,0.995854
3464,6284.64,0.99675
3465,6284.65,0.997378
3466,6284.66,0.997838
3467,6284.67,0.998188
3468,6284.68,0.998461
3469,6284.69,0.998678
3470,6284.7,0.998854
3471,6284.71,0.998999
3472,6284.72,0.999119
3473,6284.73,0.999221
3474,6284.74,0.999307
3475,6284.75,0.999381
3476,6284.76,0.999445
3477,6284.77,0.9995
3478,6284.78,0.999548
3479,6284.79,0.999589
3480,6284.8,0.999626
3481,6284.81,0.999659
3482,6284.82,0.999688
3483,6284.83,0.999714
3484,6284.84,0.999738
3485,6284.85,0.999759
3486,6284.86,0.999778
3487,6284.87,0.999795
3488,6284.88,0.999811
3489,6284.89,0.999825
3490,6284.9,0.999838
3491,6284.91,0.99985
3492,6284.92,0.999861
3493,6284.93,0.999871
3494,6284.94,0.999881
3495,6284.95,0.999889
3496,6284.96,0.999897
3497,6284.97,0.999904
3498,6284.98,0.999911
3499,6284.99,0.999917
3500,6285.0,0.999922
3501,6285.01,0.999928
3502,6285.02,0.999932
3503,6285.03,0.999937
3504,6285.04,0.999941
3505,6285.05,0.999945
3506,6285.06,0.999949
3507,6285.07,0.999952
3508,6285.08,0.999955
3509,6285.09,0.999958
3510,6285.1,0.99996
3511,6285.11,0.999963
3512,6285.12,0.999965
3513,6285.13,0.999967
3514,6285.14,0.999969
3515,6285.15,0.999971
3516,6285.16,0.999973
3517,6285.17,0.999974
3518,6285.18,0.999976
3519,6285.19,0.999977
3520,6285.2,0.999978
3521,6285.21,0.999979
3522,6285.22,0.99998
3523,6285.23,0.99998
3524,6285.24,0.999981
3525,6285.25,0.999982
3526,6285.26,0.999982
3527,6285.27,0.999982
3528,6285.28,0.999982
3529,6285.29,0.999981
3530,6285.3,0.999981
3531,6285.31,0.999979
3532,6285.32,0.999978
3533,6285.33,0.999975
3534,6285.34,0.999971
3535,6285.35,0.999966
3536,6285.36,0.999958
3537,6285.37,0.999943
3538,6285.38,0.999915
3539,6285.39,0.999857
3540,6285.4,0.999737
3541,6285.41,0.999515
3542,6285.42,0.999168
3543,6285.43,0.998758
3544,6285.44,0.998463
3545,6285.45,0.998459
3546,6285.46,0.998747
3547,6285.47,0.999155
3548,6285.48,0.999505
3549,6285.49,0.999732
3550,6285.5,0.999855
3551,6285.51,0.999916
3552,6285.52,0.999946
3553,6285.53,0.999962
3554,6285.54,0.999971
3555,6285.55,0.999977
3556,6285.56,0.999981
3557,6285.57,0.999985
3558,6285.58,0.999987
3559,6285.59,0.999989
3560,6285.6,0.999991
3561,6285.61,0.999992
3562,6285.62,0.999993
3563,6285.63,0.999994
3564,6285.64,0.999995
3565,6285.65,0.999995
3566,6285.66,0.999996
3567,6285.67,0.999996
3568,6285.68,0.999997
3569,6285.69,0.999997
3570,6285.7,0.999997
3571,6285.71,0.999998
3572,6285.72,0.999998
3573,6285.73,0.999998
3574,6285.74,0.999998
3575,6285.75,0.999998
3576,6285.76,0.999999
3577,6285.77,0.999999
3578,6285.78,0.999999
3579,6285.79,0.999999
3580,6285.8,0.999999
3581,6285.81,0.999999
3582,6285.82,0.999999
3583,6285.83,0.999999
3584,6285.84,0.999999
3585,6285.85,0.999999
3586,6285.86,0.999999
3587,6285.87,1.0
3588,6285.88,1.0
3589,6285.89,1.0
3590,6285.9,1.0
3591,6285.91,1.0
3592,6285.92,1.0
3593,6285.93,1.0
3594,6285.94,1.0
3595,6285.95,1.0
3596,6285.96,1.0
3597,6285.97,1.0
3598,6285.98,1.0
3599,6285.99,1.0
3600,6286.0,1.0
3601,6286.01,1.0
3602,6286.02,1.0
3603,6286.03,1.0
3604,6286.04,1.0
3605,6286.05,1.0
3606,6286.06,1.0
3607,6286.07,1.0
3608,6286.08,1.0
3609,6286.09,1.0
3610,6286.1,1.0
3611,6286.11,1.0
3612,6286.12,1.0
3613,6286.13,1.0
3614,6286.14,1.0
3615,6286.15,1.0
3616,6286.16,1.0
3617,6286.17,1.0
3618,6286.18,1.0
3619,6286.19,1.0
3620,6286.2,1.0
3621,6286.21,1.0
3622,6286.22,1.0
3623,6286.23,1.0
3624,6286.24,1.0
3625,6286.25,1.0
3626,6286.26,1.0
3627,6286.27,1.0
3628,6286.28,1.0
3629,6286.29,1.0
3630,6286.3,1.0
3631,6286.31,1.0
3632,6286.32,1.0
3633,6286.33,1.0
3634,6286.34,1.0
3635,6286.35,1.0
3636,6286.36,1.0
3637,6286.37,1.0
3638,6286.38,1.0
3639,6286.39,1.0
3640,6286.4,1.0
3641,6286.41,1.0
3642,6286.42,1.0
3643,6286.43,1.0
3644,6286.44,1.0
3645,6286.45,1.0
3646,6286.46,1.0
3647,6286.47,0.999999
3648,6286.48,0.999999
3649,6286.49,0.999999
3650,6286.5,0.999999
3651,6286.51,0.999999
3652,6286.52,0.999999
3653,6286.53,0.999999
3654,6286.54,0.999999
3655,6286.55,0.999999
3656,6286.56,0.999998
3657,6286.57,0.999998
3658,6286.58,0.999998
3659,6286.59,0.999998
3660,6286.6,0.999998
3661,6286.61,0.999997
3662,6286.62,0.999997
3663,6286.63,0.999996
3664,6286.64,0.999996
3665,6286.65,0.999995
3666,6286.66,0.999995
3667,6286.67,0.999994
3668,6286.68,0.999993
3669,6286.69,0.999991
3670,6286.7,0.999989
3671,6286.71,0.999986
3672,6286.72,0.999982
3673,6286.73,0.999975
3674,6286.74,0.999962
3675,6286.75,0.999935
3676,6286.76,0.999882
3677,6286.77,0.999789
3678,6286.78,0.999658
3679,6286.79,0.999523
3680,6286.8,0.999453
3681,6286.81,0.99949
3682,6286.82,0.99961
3683,6286.83,0.999747
3684,6286.84,0.999852
3685,6286.85,0.999916
3686,6286.86,0.999949
3687,6286.87,0.999964
3688,6286.88,0.999972
3689,6286.89,0.999975
3690,6286.9,0.999977
3691,6286.91,0.999978
3692,6286.92,0.999978
3693,6286.93,0.999978
3694,6286.94,0.999978
3695,6286.95,0.999977
3696,6286.96,0.999976
3697,6286.97,0.999975
3698,6286.98,0.999974
3699,6286.99,0.999972
3700,6287.0,0.999971
3701,6287.01,0.999969
3702,6287.02,0.999967
3703,6287.03,0.999965
3704,6287.04,0.999963
3705,6287.05,0.999961
3706,6287.06,0.999958
3707,6287.07,0.999956
3708,6287.08,0.999953
3709,6287.09,0.99995
3710,6287.1,0.999947
3711,6287.11,0.999943
3712,6287.12,0.999939
3713,6287.13,0.999935
3714,6287.14,0.999931
3715,6287.15,0.999926
3716,6287.16,0.999922
3717,6287.17,0.999916
3718,6287.18,0.999911
3719,6287.19,0.999905
3720,6287.2,0.999898
3721,6287.21,0.999892
3722,6287.22,0.999884
3723,6287.23,0.999877
3724,6287.24,0.999868
3725,6287.25,0.999859
3726,6287.26,0.99985
3727,6287.27,0.999839
3728,6287.28,0.999828
3729,6287.29,0.999816
3730,6287.3,0.999803
3731,6287.31,0.999789
3732,6287.32,0.999774
3733,6287.33,0.999758
3734,6287.34,0.999741
3735,6287.35,0.999722
3736,6287.36,0.999701
3737,6287.37,0.999678
3738,6287.38,0.999654
3739,6287.39,0.999627
3740,6287.4,0.999598
3741,6287.41,0.999566
3742,6287.42,0.999531
3743,6287.43,0.999492
3744,6287.44,0.999449
3745,6287.45,0.999402
3746,6287.46,0.999349
3747,6287.47,0.999291
3748,6287.48,0.999226
3749,6287.49,0.999153
3750,6287.5,0.999071
3751,6287.51,0.998978
3752,6287.52,0.998872
3753,6287.53,0.99875
3754,6287.54,0.99861
3755,6287.55,0.998448
3756,6287.56,0.998258
3757,6287.57,0.998034
3758,6287.58,0.997768
3759,6287.59,0.997447
3760,6287.6,0.997056
3761,6287.61,0.996572
3762,6287.62,0.995963
3763,6287.63,0.995176
3764,6287.64,0.994128
3765,6287.65,0.992678
3766,6287.66,0.99058
3767,6287.67,0.987381
3768,6287.68,0.982164
3769,6287.69,0.973041
3770,6287.7,0.956478
3771,6287.71,0.927126
3772,6287.72,0.880237
3773,6287.73,0.819094
3774,6287.74,0.762822
3775,6287.75,0.739892
3776,6287.76,0.764148
3777,6287.77,0.820525
3778,6287.78,0.880837
3779,6287.79,0.92705
3780,6287.8,0.956251
3781,6287.81,0.972884
3782,6287.82,0.98206
3783,6287.83,0.987277
3784,6287.84,0.990456
3785,6287.85,0.992542
3786,6287.86,0.994
3787,6287.87,0.995065
3788,6287.88,0.995871
3789,6287.89,0.996497
3790,6287.9,0.996994
3791,6287.91,0.997396
3792,6287.92,0.997725
3793,6287.93,0.997999
3794,6287.94,0.998228
3795,6287.95,0.998422
3796,6287.96,0.998588
3797,6287.97,0.998731
3798,6287.98,0.998855
3799,6287.99,0.998964
3800,6288.0,0.999058
3801,6288.01,0.999142
3802,6288.02,0.999217
3803,6288.03,0.999283
3804,6288.04,0.999342
3805,6288.05,0.999395
3806,6288.06,0.999443
3807,6288.07,0.999486
3808,6288.08,0.999525
3809,6288.09,0.999561
3810,6288.1,0.999593
3811,6288.11,0.999622
3812,6288.12,0.99965
3813,6288.13,0.999674
3814,6288.14,0.999697
3815,6288.15,0.999719
3816,6288.16,0.999738
3817,6288.17,0.999756
3818,6288.18,0.999772
3819,6288.19,0.999788
3820,6288.2,0.999802
3821,6288.21,0.999815
3822,6288.22,0.999827
3823,6288.23,0.999838
3824,6288.24,0.999849
3825,6288.25,0.999858
3826,6288.26,0.999867
3827,6288.27,0.999875
3828,6288.28,0.999883
3829,6288.29,0.99989
3830,6288.3,0.999897
3831,6288.31,0.999903
3832,6288.32,0.999909
3833,6288.33,0.999915
3834,6288.34,0.99992
3835,6288.35,0.999925
3836,6288.36,0.999929
3837,6288.37,0.999933
3838,6288.38,0.999937
3839,6288.39,0.99994
3840,6288.4,0.999944
3841,6288.41,0.999947
3842,6288.42,0.99995
3843,6288.43,0.999952
3844,6288.44,0.999955
3845,6288.45,0.999957
3846,6288.46,0.999959
3847,6288.47,0.99996
3848,6288.48,0.999962
3849,6288.49,0.999964
3850,6288.5,0.999965
3851,6288.51,0.999966
3852,6288.52,0.999967
3853,6288.53,0.999968
3854,6288.54,0.999968
3855,6288.55,0.999969
3856,6288.56,0.999969
3857,6288.57,0.999969
3858,6288.58,0.999969
3859,6288.59,0.999969
3860,6288.6,0.999969
3861,6288.61,0.999968
3862,6288.62,0.999968
3863,6288.63,0.999967
3864,6288.64,0.999966
3865,6288.65,0.999965
3866,6288.66,0.999964
3867,6288.67,0.999962
3868,6288.68,0.999961
3869,6288.69,0.999959
3870,6288.7,0.999957
3871,6288.71,0.999954
3872,6288.72,0.999952
3873,6288.73,0.999949
3874,6288.74,0.999946
3875,6288.75,0.999943
3876,6288.76,0.999939
3877,6288.77,0.999936
3878,6288.78,0.999931
3879,6288.79,0.999927
3880,6288.8,0.999922
3881,6288.81,0.999917
3882,6288.82,0.999911
3883,6288.83,0.999905
3884,6288.84,0.999899
3885,6288.85,0.999892
3886,6288.86,0.999885
3887,6288.87,0.999877
3888,6288.88,0.999868
3889,6288.89,0.999859
3890,6288.9,0.999849
3891,6288.91,0.999838
3892,6288.92,0.999827
3893,6288.93,0.999814
3894,6288.94,0.999801
3895,6288.95,0.999786
3896,6288.96,0.99977
3897,6288.97,0.999753
3898,6288.98,0.999735
3899,6288.99,0.999715
3900,6289.0,0.999693
3901,6289.01,0.999669
3902,6289.02,0.999643
3903,6289.03,0.999615
3904,6289.04,0.999584
3905,6289.05,0.99955
3906,6289.06,0.999513
3907,6289.07,0.999473
3908,6289.08,0.999428
3909,6289.09,0.999379
3910,6289.1,0.999324
3911,6289.11,0.999263
3912,6289.12,0.999195
3913,6289.13,0.999119
3914,6289.14,0.999034
3915,6289.15,0.998938
3916,6289.16,0.998829
3917,6289.17,0.998705
3918,6289.18,0.998562
3919,6289.19,0.998397
3920,6289.2,0.998205
3921,6289.21,0.997979
3922,6289.22,0.997714
3923,6289.23,0.997396
3924,6289.24,0.997013
3925,6289.25,0.996544
3926,6289.26,0.995961
3927,6289.27,0.995223
3928,6289.28,0.994268
3929,6289.29,0.992997
3930,6289.3,0.99124
3931,6289.31,0.988693
3932,6289.32,0.984738
3933,6289.33,0.978044
3934,6289.34,0.965858
3935,6289.35,0.943206
3936,6289.36,0.903167
3937,6289.37,0.841405
3938,6289.38,0.766788
3939,6289.39,0.707669
3940,6289.4,0.69606
3941,6289.41,0.738472
3942,6289.42,0.809703
3943,6289.43,0.877761
3944,6289.44,0.926566
3945,6289.45,0.95613
3946,6289.46,0.972569
3947,6289.47,0.981581
3948,6289.48,0.986746
3949,6289.49,0.989936
3950,6289.5,0.992062
3951,6289.51,0.993564
3952,6289.52,0.994672
3953,6289.53,0.995515
3954,6289.54,0.996174
3955,6289.55,0.996698
3956,6289.56,0.997121
3957,6289.57,0.997469
3958,6289.58,0.997757
3959,6289.59,0.997998
3960,6289.6,0.998201
3961,6289.61,0.998373
3962,6289.62,0.998521
3963,6289.63,0.998648
3964,6289.64,0.998757
3965,6289.65,0.998852
3966,6289.66,0.998934
3967,6289.67,0.999005
3968,6289.68,0.999066
3969,6289.69,0.999118
3970,6289.7,0.999163
3971,6289.71,0.999202
3972,6289.72,0.999235
3973,6289.73,0.999262
3974,6289.74,0.999285
