,HARPN,CORALIE14,ESPRESSO19,HARPS03,HARPS15,VSINI,ESPRESSO18,CORALIE07,CORALIE98,SOPHIE
117,8.582450731257712,9.13966329318601,9.164474797538078,8.584146834915574,8.607453661258914,5.673913043478261,9.164474797538078,9.13966329318601,9.13966329318601,9.13966329318601
118,8.636288009609194,9.18158297364282,9.225280548031952,8.63573571131909,8.659735710603414,5.722408026755853,9.225280548031952,9.18158297364282,9.18158297364282,9.18158297364282
119,8.69028106056821,9.223797934544686,9.28621357492859,8.68761271135208,8.71232558801659,5.770903010033445,9.28621357492859,9.223797934544686,9.223797934544686,9.223797934544686
120,8.744438797368185,9.266306571780715,9.347256343145771,8.73978859185698,8.765191210476834,5.819397993311037,9.347256343145771,9.266306571780715,9.266306571780715,9.266306571780715
121,8.798770133242531,9.309107289585798,9.408391317601284,8.79227410967623,8.81830049496253,5.867892976588629,9.408391317601284,9.309107289585798,9.309107289585798,9.309107289585798
122,8.853283981424669,9.352198500318424,9.469600963212905,8.845080021652256,8.87162135845207,5.9163879598662215,9.469600963212905,9.352198500318424,9.352198500318424,9.352198500318424
123,8.907989255148015,9.395578624188218,9.530867744898408,8.898217084627504,8.925121717923838,5.964882943143813,9.530867744898408,9.395578624188218,9.395578624188218,9.395578624188218
124,8.962894757443719,9.43924608893428,9.592174280032836,8.951695861507911,8.978769548363216,6.013377926421405,9.592174280032836,9.43924608893428,9.43924608893428,9.43924608893428
125,9.017998829660728,9.483199329455402,9.653517659007994,9.005508504490042,9.03253833145418,6.061872909698997,9.653517659007994,9.483199329455402,9.483199329455402,9.483199329455402
126,9.073280881603498,9.527436787393253,9.714921162703591,9.05961384960228,9.086411513846908,6.110367892976589,9.714921162703591,9.527436787393253,9.527436787393253,9.527436787393253
127,9.1287183297499,9.571956910669607,9.77641082962938,9.11396722497095,9.140373591415653,6.158862876254181,9.77641082962938,9.571956910669607,9.571956910669607,9.571956910669607
128,9.184288590577795,9.616758152978695,9.838012698295117,9.168523958722377,9.194409060034657,6.207357859531773,9.838012698295117,9.616758152978695,9.616758152978695,9.616758152978695
129,9.239969080565062,9.661838973235778,9.89975280721056,9.223239378982882,9.248502415578171,6.2558528428093645,9.89975280721056,9.661838973235778,9.661838973235778,9.661838973235778
130,9.29573721618956,9.707197834982972,9.961657194885452,9.278068813878791,9.302638153920444,6.304347826086957,9.961657194885452,9.707197834982972,9.707197834982972,9.707197834982972
131,9.351570413929162,9.752833205753491,10.023751899829556,9.332967591536432,9.356800770935711,6.352842809364549,10.023751899829556,9.752833205753491,9.752833205753491,9.752833205753491
132,9.407446090261734,9.798743556395314,10.086062960552624,9.387891040082128,9.410974762498238,6.401337792642141,10.086062960552624,9.798743556395314,9.798743556395314,9.798743556395314
133,9.463341661665144,9.844927360355369,10.148616415564408,9.4427944876422,9.465144624482257,6.449832775919733,10.148616415564408,9.844927360355369,9.844927360355369,9.844927360355369
134,9.51923454461726,9.891383092925365,10.211438303374663,9.497633262342973,9.519294852762016,6.498327759197324,10.211438303374663,9.891383092925365,9.891383092925365,9.891383092925365
135,9.575108872390988,9.938109230450308,10.274546647622362,9.55237681502621,9.573417499970482,6.546822742474917,10.274546647622362,9.938109230450308,9.938109230450308,9.938109230450308
136,9.63097857577584,9.985104249500768,10.337923915815304,9.6070572487131,9.627538142562877,6.595317725752508,10.337923915815304,9.985104249500768,9.985104249500768,9.985104249500768
137,9.686865845701584,10.03236662601004,10.401542718981167,9.661724034173831,9.68169165010022,6.643812709030101,10.401542718981167,10.03236662601004,10.03236662601004,10.03236662601004
138,9.74279287340396,10.079894834377212,10.465375667782528,9.716426642821938,9.735912892487775,6.6923076923076925,10.465375667782528,10.079894834377212,10.079894834377212,10.079894834377212
139,9.798781850118708,10.12768734653728,10.529395372881956,9.771214546070944,9.79023673963079,6.740802675585285,10.529395372881956,10.12768734653728,10.12768734653728,10.12768734653728
140,9.854854967081572,10.17574263099934,10.593574444942018,9.826137215334388,9.84469806143452,6.789297658862877,10.593574444942018,10.17574263099934,10.17574263099934,10.17574263099934
141,9.911034415528295,10.224059151853975,10.657885494625289,9.881244122025798,9.899331727804224,6.837792642140468,10.657885494625289,10.224059151853975,10.224059151853975,10.224059151853975
142,9.967342386694618,10.272635367750912,10.72230113259433,9.936584737558706,9.954172608645155,6.886287625418061,10.72230113259433,10.272635367750912,10.272635367750912,10.272635367750912
143,10.023801071816283,10.321469730847996,10.786793969511724,9.99220853334664,10.009255573862571,6.934782608695652,10.786793969511724,10.321469730847996,10.321469730847996,10.321469730847996
144,10.080432662129027,10.370560685732624,10.851336616040031,10.048164980803136,10.064615493361725,6.983277591973245,10.851336616040031,10.370560685732624,10.370560685732624,10.370560685732624
145,10.137257982869643,10.419906668316669,10.915904105130766,10.10449821537191,10.120283955946675,7.031772575250836,10.915904105130766,10.419906668316669,10.419906668316669,10.419906668316669
146,10.194281298404542,10.469506104705983,10.980500836677985,10.16118768115599,10.176252771554058,7.080267558528428,10.980500836677985,10.469506104705983,10.469506104705983,10.469506104705983
147,10.25149585608651,10.5193574100456,11.045150746747469,10.218169786755547,10.232487287482025,7.1287625418060205,11.045150746747469,10.5193574100456,10.5193574100456,10.5193574100456
148,10.30889470411407,10.569458987341648,11.109878124559796,10.275380162819184,10.288952372664356,7.177257525083612,11.109878124559796,10.569458987341648,10.569458987341648,10.569458987341648
149,10.36647089068576,10.61980922626113,11.174707259335584,10.332754439995504,10.345612896034838,7.225752508361205,11.174707259335584,10.61980922626113,10.61980922626113,10.61980922626113
150,10.42421746400012,10.670406501910602,11.239662440295415,10.390228248933106,10.40243372652725,7.274247491638796,11.239662440295415,10.670406501910602,10.670406501910602,10.670406501910602
151,10.482127472255662,10.721249173594842,11.304767956659894,10.447737220280592,10.459379733075371,7.322742474916389,11.304767956659894,10.721249173594842,10.721249173594842,10.721249173594842
152,10.540193963650932,10.772335583556604,11.370048097649612,10.505216984686564,10.516415784612986,7.37123745819398,11.370048097649612,10.772335583556604,10.772335583556604,10.772335583556604
153,10.598409986384455,10.823664055698533,11.435527152485164,10.562603172799625,10.573506750073877,7.419732441471572,11.435527152485164,10.823664055698533,10.823664055698533,10.823664055698533
154,10.656768588654776,10.875232894288292,11.501229410387156,10.619831415268376,10.630617498391826,7.4682274247491645,11.501229410387156,10.875232894288292,10.875232894288292,10.875232894288292
155,10.715262702166376,10.927040382648045,11.567178922578536,10.676838192176922,10.687713253448862,7.516722408026756,11.567178922578536,10.927040382648045,10.927040382648045,10.927040382648045
156,10.77387881429025,10.979084781829314,11.633386574491004,10.733606973532014,10.744778874509093,7.565217391304349,11.633386574491004,10.979084781829314,10.979084781829314,10.979084781829314
157,10.832593725219429,11.031364329274332,11.699843460624752,10.790191864999176,10.801828736913052,7.61371237458194,11.699843460624752,11.031364329274332,11.031364329274332,11.031364329274332
158,10.891383436114356,11.083877237464955,11.766539043054197,10.846652798522046,10.858879650591312,7.662207357859532,11.766539043054197,11.083877237464955,11.083877237464955,11.083877237464955
159,10.950223948135484,11.136621692560208,11.833462783853747,10.903049706044268,10.915948425474436,7.710702341137124,11.833462783853747,11.136621692560208,11.136621692560208,11.136621692560208
160,11.009091262443253,11.189595853023576,11.900604145097816,10.959442519509484,10.973051871492986,7.759197324414716,11.900604145097816,11.189595853023576,11.189595853023576,11.189595853023576
161,11.067961380198115,11.242797848241104,11.967952588860816,11.015891170861336,11.030206798577536,7.807692307692308,11.967952588860816,11.242797848241104,11.242797848241104,11.242797848241104
162,11.126810302560518,11.296225777131344,12.035497577217152,11.07245559204347,11.087430016658642,7.8561872909699,12.035497577217152,11.296225777131344,11.296225777131344,11.296225777131344
163,11.185614030690903,11.349877706748329,12.103228572241242,11.129195714999527,11.144738335666876,7.904682274247492,12.103228572241242,11.349877706748329,11.349877706748329,11.349877706748329
164,11.24434856574972,11.403751670878563,12.17113503600749,11.186171471673148,11.2021485655328,7.953177257525084,12.17113503600749,11.403751670878563,11.403751670878563,11.403751670878563
