,SOPHIE-HE,CORALIE98,CORALIE07,CORALIE14,ESPRESSO18,ESPRESSO19,HARPS03,HARPS15,HARPN,NEID,ESPRESSO,SOPHIE,VSINI
0,9.280659567113252,8.144252273181017,7.765449841870273,7.765449841870273,6.250240116627293,6.250240116627293,6.439641332282665,6.439641332282665,6.439641332282665,6.439641332282665,6.213686062883707,7.109224880680273,0.0
1,9.280659567113252,8.144252273181017,7.765449841870273,7.765449841870273,6.250240116627293,6.250240116627293,6.439641332282665,6.439641332282665,6.439641332282665,6.439641332282665,6.224407240460156,7.108216850140568,0.25
2,9.280659567113252,8.144252273181017,7.765449841870273,7.765449841870273,6.363880846020518,6.401761089151592,6.515401818544816,6.515401818544816,6.439641332282666,6.515401818544816,6.299016377192898,7.157947539885586,0.5
3,9.280659567113252,8.144252273181017,7.841210328132422,7.765449841870273,6.439641332282666,6.477521575413741,6.55328206167589,6.55328206167589,6.477521575413741,6.55328206167589,6.35075320765314,7.193139335838077,0.75
4,9.280659567113252,8.144252273181017,7.9169708143945705,7.841210328132422,6.515401818544815,6.55328206167589,6.629042547938038,6.629042547938038,6.515401818544816,6.591162304806964,6.419591523218476,7.24652495268417,1.0
5,9.356420053375402,8.144252273181017,7.992731300656719,7.9169708143945705,6.666922791069113,6.704803034200188,6.704803034200187,6.7426832773312615,6.591162304806963,6.704803034200188,6.534369932031966,7.337794580927265,1.25
6,9.432180539637551,8.220012759443167,8.06849178691887,7.992731300656719,6.780563520462336,6.780563520462336,6.780563520462336,6.818443763593411,6.704803034200187,6.780563520462336,6.618565377276433,7.419309265649161,1.5
7,9.50794102605001,8.295773245837943,8.220012759575793,8.0684917870456,6.932084493101578,6.932084493101578,6.894204249967555,6.93208449309863,6.81844376370246,6.8563240068335345,6.743646509642048,7.528512526721916,1.75
8,9.583701512462468,8.371533732232718,8.295773245970569,8.220012759702525,7.083605465740819,7.083605465740819,7.045725222606797,7.083605465737872,6.9699647363417006,7.007844979472775,6.89690110096275,7.661585552367626,2.0
9,9.735222485142971,8.523054704895538,8.371533732365345,8.295773246097301,7.310886924648103,7.310886924648103,7.159365952114963,7.197246195246038,7.121485708980941,7.159365952112016,7.060282098568036,7.804910357678857,2.25
10,9.810982971729649,8.674575677707626,8.523054705177433,8.447294218909388,7.462407897423451,7.462407897423451,7.348767168021385,7.348767168021385,7.310886924887364,7.310886924887364,7.234914126255955,7.95846470140639,2.5
11,9.924623701453523,8.826096650531959,8.67457567798952,8.598815191721476,7.6896893564731945,7.6896893564731945,7.538168383933931,7.538168383933931,7.50028814079991,7.50028814079991,7.447278851999856,8.138710086820296,2.75
