,rjd,berv,snr,RA,DEC,berv_computed,fileroot
0,52690.71047959989,22.334778,225.0,219.896168,-60.837156,22.3397,/Users/cretignier/Documents/Snaky/MY_STAR/data/s1d/HARPS03_3.5/RAW/HARPS.2003-02-20T05:02:49.900_s1d_A.fits
