,vrad,ccf
0,-22.118732087254525,0.9678461827131108
1,-21.592114574551584,0.9714277972457155
2,-21.065496136784553,0.9739757810373204
3,-20.538876773893833,0.9768244970922143
4,-20.01225648576021,0.979535532244796
5,-19.48563527262211,0.9812682445723019
6,-18.959013134300708,0.9826720933090296
7,-18.432390070796014,0.9835909417602932
8,-17.90576608222723,0.9839632933029399
9,-17.379141168415547,0.9844878711855876
10,-16.852515329539777,0.9847569854751448
11,-16.325888565540314,0.985083945070941
12,-15.799260876357556,0.9849149536589454
13,-15.272632262051106,0.985763812038318
14,-14.746002722561359,0.9862339096801528
15,-14.219372257888317,0.9867062501983733
16,-13.692740868091583,0.9872598453205625
17,-13.166108553230762,0.9878569109344335
18,-12.639475313127042,0.9884693294831236
19,-12.112841147840022,0.9885792811171313
20,-11.586206057429314,0.9873517527064234
21,-11.059570041894913,0.9857154838750031
22,-10.53293310111761,0.9835196212643106
23,-10.006295235276223,0.9800622277171201
24,-9.479656444191933,0.9751335631014549
25,-8.953016727983952,0.9679673867735898
26,-8.426376086592674,0.9591317537645977
27,-7.899734520018101,0.9467821522076901
28,-7.373092028260231,0.9298964962350746
29,-6.84644861137867,0.9083201734345436
30,-6.319804269313813,0.8811005484943955
31,-5.793159002006054,0.8473720196419479
32,-5.266512809574604,0.8072266491513048
33,-4.739865691959858,0.7616569994900897
34,-4.213217649161816,0.7105616678962963
35,-3.686568681180477,0.6559860017064463
36,-3.1599187880158426,0.6003974519706832
37,-2.6332679696679113,0.5471712774918127
38,-2.1066162261366843,0.49863058151612794
39,-1.5799635573625566,0.4577117329198077
40,-1.053309963464737,0.4279793071501334
41,-0.5266554443240166,0.4103752909985772
42,0.0,0.40538832072870795
43,0.5266563695073128,0.4132480470201504
44,1.0533136641979217,0.4331578332146207
45,1.5799718841314316,0.4631669881181559
46,2.1066310292482378,0.5014231640194791
47,2.63329109954834,0.5464219316815166
48,3.159952095031738,0.5960823197212886
49,3.6866140158176424,0.6485764150450934
50,4.213276861727238,0.701227651324333
51,4.739940632879734,0.7509438257208872
52,5.266605329215526,0.7968652397062246
53,5.79327095079422,0.8383010251979297
54,6.31993749755621,0.8731987350114245
55,6.846604969501495,0.9024983367708745
56,7.373273366749286,0.9271011803965356
57,7.899942689180374,0.9465574744918591
58,8.426612936854362,0.962372341772212
59,8.953284109711648,0.9746598108192268
60,9.479956207811833,0.9835972793730591
61,10.006629231095314,0.9901593325298116
62,10.533303179621697,0.995194235281314
63,11.059978053450584,0.9983069070336738
64,11.586653852462769,0.9997828877841164
65,12.11333057665825,1.0
66,12.640008226215839,0.999075076871017
67,13.166686800897121,0.9973510836492931
68,13.693366300821305,0.9951681405034265
69,14.220046725988388,0.9925600425570809
70,14.746728076398373,0.98995432004118
71,15.273410352110863,0.9874770696689664
72,15.800093553006649,0.9848228428426472
73,16.326777679145337,0.9829048055899715
74,16.853462730526925,0.980776065191058
75,17.380148707211017,0.9778278008157251
76,17.90683560913801,0.9752161346565444
77,18.4335234362483,0.9728065916206515
78,18.9602121886611,0.9700760181963557
79,19.486901866316796,0.9674379211411515
80,20.013592469274997,0.9640965701917155
81,20.54028399735689,0.9604790525906188
82,21.0669764508605,0.9571394698351
83,21.593669829547405,0.9536834514125422
84,22.12036413347721,0.9501146147569975
