,filename,jdb,berv,flag,anomalous,flag1,flag2,CaIIH,CaIIH_std,CaIIK,CaIIK_std,CaI,CaI_std,MgIa,MgIa_std,MgIb,MgIb_std,MgIc,MgIc_std,NaD1,NaD1_std,NaD2,NaD2_std,NaDC,NaDC_std,Ha,Ha_std,Hb,Hb_std,Hc,Hc_std,Hd,Hd_std,Heps,Heps_std,HeID3,HeID3_std,CaII,CaII_std,NaD,NaD_std,MgI,MgI_std,RHK,RHK_std,MHK,MHK_std
0,/Users/cretignier/Documents/Snaky/TEST/data/s1d/HARPN_3.0.1/WORKSPACE/RASSINE_Stacked_spectrum_B0.00_r.HARPN.2014-10-30T23-03-18.180_S1D_A.p,56960.96062499983,-9.3472,1,0,1,1,0.0650941281968399,0.0,0.0562406301839263,0.0,0.3688859491672652,0.0,0.3378502637954093,0.0,0.2909529807290331,0.0,0.2659019818919758,0.0,0.3945800128912721,0.0,0.4877032511085912,0.0,0.962264845315681,0.0,0.2559702339209624,0.0,0.3464730484601679,0.0,0.3987184249782083,0.0,0.278006395631928,0.0,0.1301412232583653,0.0,0.9800347430936378,0.0,0.0606673791903831,0.0,0.4411416319999316,0.0,0.4473526132082091,0.0,-5.0219859331348875,0.08639889578112013,-3.150098009256298,7.42724076125092
