,SOPHIE-HE,CORALIE98,CORALIE07,CORALIE14,ESPRESSO18,ESPRESSO19,HARPS03,HARPS15,HARPN,NEID,ESPRESSO,SOPHIE,FEROS,VSINI
20,9.396705566761876,8.586009400221254,8.43861009721764,8.364910445705458,8.328060619969873,8.328060619969873,7.812163059436476,7.849012885189026,7.849012885189026,7.88586271093853,7.91165569376408,8.277794886628174,9.02751783468326,5.0
21,9.54410487012118,8.770258529309308,8.659709052048116,8.586009400535934,8.659709052061787,8.659709052061787,8.106961665751792,8.14381149150434,8.14381149150434,8.143811491504588,8.224812200315446,8.536534233076237,9.395987950384615,5.25
22,9.728353999447489,8.991357484342688,8.880808007081495,8.807108355569312,9.02820731011328,9.02820731011328,8.40176027226259,8.43861009801514,8.43861009801514,8.364910446506329,8.537549463052411,8.806379218156906,9.395953303337096,5.5
23,9.875753302856507,9.212456439242306,9.175606613486217,9.101906961974032,9.359855742277803,9.359855742277803,8.659709052893007,8.696558878645556,8.733408704405358,8.659709052889296,8.856342424186987,9.08109935466074,9.764422060330707,5.75
24,10.060002432252524,9.433555394346431,9.39670556859034,9.323005917078158,9.654654348909247,9.654654348909247,8.954507659491123,8.917657833727464,8.991357485250925,8.954507659487412,9.138668563012594,9.3323934312333,9.764386053522427,6.0
25,10.244251561586475,9.65465434940785,9.617804523651756,9.617804523651756,9.949452955501936,9.949452955501936,9.249306266045636,9.212456440281976,9.286156091805438,9.212456440285834,9.431615343346737,9.59818221682129,10.132853451768556,6.25
26,10.465350516686067,9.912603130244444,9.912603130244444,9.912603130244444,10.244251562113709,10.244251562113709,9.544104872619236,9.507255046855576,9.580954698379037,9.507255046859433,9.73245748971087,9.882936735651633,10.132816086212792,6.5
27,10.686449471856037,10.133702085374336,10.133702085374336,10.133702085374336,10.539050168803277,10.539050168803277,9.80205365349891,9.802053653505071,9.875753305028532,9.83890347926873,10.02640802473578,10.149236103951372,10.501262764692306,6.75
28,10.907548427026,10.354801040524263,10.354801040524263,10.354801040524263,10.870698601272688,10.870698601272688,10.096852260158425,10.096852260164583,10.170551911698066,10.170551911698066,10.337561622774992,10.424976146216054,10.869728124856948,7.0
29,11.128647382263564,10.649599647268332,10.649599647268332,10.649599647268332,11.239196859585704,11.239196859585704,10.391650866892087,10.42850069266191,10.502200344205797,10.428500692657664,10.673580135413026,10.730994076334188,10.86968804180622,7.25
30,11.38659616346006,10.944398254204708,10.944398254204708,10.944398254204708,11.607695118104855,11.607695118104855,10.723299299581218,10.723299299572526,10.833848776894923,10.72329929956828,11.015904482209342,11.044182079334206,11.238152043223382,7.5
31,11.607695118890918,11.202347035388325,11.202347035388325,11.202347035388325,11.976193376649764,11.976193376649764,11.01809790651759,11.0180979065089,11.16549720960981,11.018097906504652,11.348453649775989,11.339877807036752,11.606573245346546,7.75
32,11.828794074401936,11.497145642412354,11.53399546819549,11.497145642412354,12.344691635293328,12.344691635293328,11.349746339311444,11.31289651353293,11.497145642416978,11.312896513528685,11.694207682015648,11.652883322948734,11.97499173005422,8.0
33,12.123592681479227,11.791944249463018,11.828794075246153,11.791944249463018,12.713189893963522,12.713189893963522,11.681394772131926,11.644544946353411,11.828794075250777,11.607695120579349,12.033578184939843,11.97588033676356,11.97499173005422,8.25
34,12.418391288485962,12.086742856446811,12.123592682229948,12.086742856446811,13.081688152564256,13.081688152564256,11.976193379104254,11.976193379111276,12.160442508020108,11.976193379111276,12.378564754729108,12.3000580814001,12.34340749601523,8.5
35,12.6394902440004,12.381541463518277,12.418391289301413,12.381541463518277,13.487036237054404,13.487036237054404,12.27099198616384,12.344691637739764,12.492090940870082,12.344691637739764,12.753416212949109,12.629792030223449,12.711867421269416,8.75
36,12.934288851095618,12.676340070601618,12.750039722175144,12.713189896392008,13.892384321568308,13.892384321568308,12.602640419025697,12.676340070601618,12.823739373743813,12.676340070601618,13.115173042558515,12.970047815198116,13.080303230166436,9.0
37,13.229087458281729,13.007988503558582,13.081688155144388,13.081688155144388,14.334582231985202,14.297732406189786,12.934288851982656,13.007988503558582,13.155387806713058,13.007988503558582,13.48760002675454,13.321329718673548,13.264483939647672,9.25
38,13.523886065492398,13.339636936540108,13.413336588125915,13.413336588125915,14.77678014242666,14.739930316631243,13.265937284964185,13.339636936540108,13.487036239706864,13.339636936540108,13.86394508191906,13.667818978489372,13.448712883253892,9.5
39,13.818684672968908,13.67128536978706,13.744985021372866,13.744985021372866,15.21897805316604,15.182128227370622,13.634435543996668,13.67128536978706,13.818684672968908,13.67128536978706,14.245060078775408,14.021233275782254,13.817119820415972,9.75
40,14.150333106333887,13.966083977346006,14.076633454737848,14.076633454737848,15.624326138252592,15.587476312457175,14.00293380315204,14.00293380315204,14.187182932139924,14.00293380315204,14.610180344379325,14.37132383075182,14.1855763489604,10.0
41,14.481981539730157,14.297732410726631,14.408281888134114,14.408281888134114,16.029674223370428,15.992824397575012,14.371432062338698,14.371432062338698,14.555681191342224,14.371432062338698,14.989682310257592,14.73027627192944,14.553979206979276,10.25
42,14.813629973011505,14.629380843994612,14.73993032141546,14.73993032141546,16.398172482567468,16.398172482567468,14.73993032141546,14.73993032141546,14.92417945043235,14.73993032141546,15.360316337249795,15.084963466437042,14.922379350721837,10.5
43,15.10842858098685,14.961029277765377,15.108428581000604,15.108428581000604,16.803520568137678,16.7666707423233,15.108428581000604,15.108428581000604,15.29267771003646,15.108428581000604,15.739892983221615,15.448064525719037,15.290833161850768,10.75
44,15.40322718858854,15.292677711167691,15.476926840217304,15.476926840217304,17.20886865329255,17.172018827478173,15.476926840217304,15.476926840217304,15.661175969266914,15.476926840217304,16.13108850424549,15.81283126006722,15.659258101284504,11.0
45,15.734875622101091,15.661175970486278,15.845425099550022,15.845425099550022,17.61421673857268,17.5773669127583,15.845425099550022,15.845425099550022,16.02967422861377,15.845425099550022,16.517786880824016,16.186987251849832,16.02765213102102,11.25
46,16.06652405618221,16.029674230373427,16.21392335945725,16.21392335945725,18.01956482448669,17.98271499867231,16.21392335945725,16.21392335945725,16.43502231436718,16.21392335945725,16.91326700615072,16.564826035562955,16.211878017584482,11.5
47,16.398172490072778,16.398172490072778,16.582421619173925,16.582421619173925,18.424912910185434,18.38806308437105,16.582421619173925,16.582421619173925,16.840370399927295,16.582421619173925,17.309469639863487,16.943425074120782,16.580268648862837,11.75
48,16.766670749915207,16.766670749915207,16.950919879034235,16.950919879034235,18.830260996056808,18.830260996056808,16.950919879034235,16.950919879034235,17.245718485637745,16.950919879034235,17.707858241723603,17.32614050030333,16.948656566381455,12.0
49,17.135169010096533,17.135169010096533,17.319418139236568,17.319418139236568,19.235609082304578,19.235609082304578,17.319418139236568,17.319418139236568,17.651066571696468,17.319418139236568,18.095496604633123,17.707570206369777,17.317105622172356,12.25
50,17.50366726980451,17.50366726980451,17.687916398959757,17.687916398959757,19.67780699385069,19.67780699385069,17.687916398959757,17.687916398959757,18.05641465727026,17.687916398959757,18.49733962401096,18.09775259622108,18.176840827643872,12.5
51,17.83531570380398,17.83531570380398,18.056414658816628,18.056414658816628,20.12000490554751,20.12000490554751,18.056414658816628,18.056414658816628,18.42491291715842,18.09326448465838,18.899576617205692,18.475152534357186,18.55155146598816,12.75
52,18.166964138500006,18.166964138500006,18.424912919383097,18.424912919383097,20.562202818032205,20.562202818032205,18.424912919383097,18.424912919383097,18.793411177769222,18.498612571073128,19.30332898288122,18.854763187560756,18.92633028348287,13.0
53,18.498612573356738,18.498612573356738,18.79341118011759,18.79341118011759,20.967550904872013,20.967550904872013,18.79341118011759,18.79341118011759,19.16190943854923,18.90396065766264,19.692248298576924,19.228986367929537,19.301036702513695,13.25
54,18.830261007955837,18.830261007955837,19.16190944059134,19.16190944059134,21.409748817271694,21.409748817271694,19.16190944059134,19.16190944059134,19.53040769906223,19.3093087439914,20.096352156333825,19.60614183903885,19.863128319223723,13.5
55,19.16190944333856,19.198759269200465,19.53040770186249,19.53040770186249,21.851946730584913,21.851946730584913,19.53040770186249,19.53040770186249,19.898905960386426,19.714656831124454,20.503328788434104,19.984094009170384,20.237828412294387,13.75
56,19.530407704746796,19.60410735647765,19.898905963325102,19.898905963325102,22.294144644111668,22.294144644111668,19.898905963325102,19.898905963325102,20.267404221903412,27.08462200771321,22.03943668226216,21.08108341276029,20.42521571240822,14.0
57,19.898905965544145,20.046305269012876,20.267404224163784,20.267404224163784,22.736342556936226,22.736342556936226,20.267404224163784,20.267404224163784,20.635902482783425,34.19663840258892,23.53414781900513,22.15280837502152,20.799951304018496,14.25
58,20.267404226088708,20.488503181302463,20.63590248474334,20.63590248474334,23.215390295343248,23.215390295343248,20.67275231061585,20.63590248474334,21.00440074339797,41.08755584262017,25.013844645158812,23.211725673722185,21.174645778437455,14.5
59,20.930701096424393,21.151800051638144,29.14821227077189,29.14821227077189,30.62220530504335,30.58535547914845,29.18506209664439,29.185062096666783,29.36931122592669,47.60997503036415,33.45034905015987,29.75187312059063,21.549418270091213,14.75
60,29.185062107010076,29.443010888191267,30.032608098528375,37.328873629633755,37.77107153903309,37.73422171313819,37.14462450001822,37.18147432595528,37.14462449983268,53.72704613805706,40.43272649898169,36.72472368182382,21.924108525037767,15.0
61,37.03407503723045,37.328873644405256,37.84477120294214,45.14103673404751,47.24147681122729,52.95319983061231,44.77253847477557,44.809388300712634,44.625139170989584,52.69525103087013,48.36832492129159,44.50396693023199,23.610357011318207,16.0
62,53.57964689953064,53.80074585496757,54.2429437615985,61.502359466750896,61.870857725317144,67.58258074470217,60.83906259985511,60.91276225174516,60.43371451456635,58.73862251220215,62.23136076477225,59.394588256919654,25.296526428759098,17.0
63,69.49877173533481,61.24441071550727,64.15554696282155,77.27408499884935,75.8369417859961,74.28924908725249,76.35283935019896,76.46338882796151,75.6158428311949,58.22272498018189,72.64041456908656,70.93915551064494,26.795429083724816,18.0
64,84.53350075866702,76.3159895648438,71.23071359274654,84.31240180277001,77.56888364343413,76.0211909445811,83.1700571980937,83.28060667596569,82.21196172284486,63.82389856413446,76.67169148351051,78.2388723978705,28.29420874454578,19.0
65,91.4612680929274,83.17005724727484,85.38104680604334,91.12961965892696,83.75965445532749,82.21196175647445,84.97569871284186,90.0241248794546,88.88178027378555,65.48214076887393,81.98095109940746,84.62310052967952,29.980281171798705,20.0
66,98.27848595598458,89.8030259802872,92.01401553892624,97.7257385657491,87.3709374588675,80.03782208867378,91.53496779295592,96.62024378562938,95.3304998754584,67.17723280327232,85.56067249411605,89.54026838488427,31.85375004728635,21.0
67,95.99379681431026,87.3709375342606,83.31745665765739,95.3304999454053,85.60214587756289,78.26903050736917,89.21342882370752,88.03423438154404,93.04581073162262,65.7769394743377,82.36447474527776,86.14240902541111,33.53981053507328,22.0
68,87.73943584039303,93.6722578462726,82.61731001595369,93.1932101074919,79.2271260307714,84.34925186193855,87.11298881106514,85.93379436890166,91.09277002233418,71.59921204137,83.33952676332049,85.60037096135194,35.41314446926117,23.0
69,86.44969200355537,91.9034662696086,80.88536826514651,87.18668852292437,83.79650452803095,84.75460000389327,85.4178968853772,84.20185261720941,85.56529617567537,72.11510967210609,82.64290627371409,84.18047922308764,37.28650616872311,24.0
70,75.32104457205392,90.9453708627624,79.92727285801668,86.33914259418162,79.00602719402958,85.60214607486385,89.43452799176839,83.24375720894517,80.77481884422646,73.29430415540764,83.00028286754484,82.36994582278335,38.78509749037027,25.0
71,75.68954290881763,91.01907058942288,80.03782241073792,81.9540133494079,74.76829725085253,87.40778762961402,89.43452806483718,83.2069074559532,81.03276770001452,74.80514707711954,82.59662726909764,81.9382046666251,40.65831618020932,26.0
72,72.15195966838564,92.05086580297557,87.44463753768574,76.94243705814527,77.34778516391695,90.0241253689254,90.429473450872,90.46632327711892,82.24881204289551,72.85210635339092,85.19517411228142,83.23110905345591,42.344367544968925,27.0
73,80.33262115375487,93.93020702081203,93.85650736855456,67.39833212847695,79.11657687881541,81.10646748476144,87.40778777210194,87.44463759834888,84.2387027376719,70.71481649854202,81.80719656680267,82.54010416063633,43.84278985977173,28.0
74,82.6541602969806,91.203319955784,96.6939440780768,74.62089815040915,82.72785994265082,81.62236511802006,90.06097534898596,83.50170626347742,91.12962032252938,68.35642769110342,83.28404908704823,84.24716333994134,45.52862407511473,29.0
75,82.7278599894704,94.372405112761,100.01042854012384,77.90053278646234,92.16141555543476,78.67437910218467,93.303760156856,86.78134089770619,92.78786257690544,69.83042081003701,86.34824636348813,86.84980952980085,47.63891209930579,30.0
76,77.71628369706569,97.76258923654429,95.84639825275498,85.93379501298892,94.55665434000842,73.77335229103657,96.76764393155008,76.57393907953464,96.25174635197573,63.52910056443435,85.32723920105397,85.91157123824203,49.24786809799075,31.0
77,77.05298689964273,93.11951120679052,99.19973256106636,87.40778814022661,99.0523332724974,78.30588105016221,85.74954592561141,72.11511018043099,91.64551814729973,55.71693743106689,82.80758773756595,83.98044678813584,50.85679359826246,32.0
78,64.19239756675873,94.37240541541256,102.44251739967436,93.70910851402508,111.02852695608024,74.21555035806044,93.74595835202904,73.18375522837891,94.88830298410342,53.284848959489565,87.93431392824394,85.57721369727459,52.30475090553363,33.0
79,73.11005570306229,98.46273624541595,113.12896720962108,94.7777536000787,122.23087434366344,92.67731353099968,88.03423535388411,89.47137863149355,88.9923308539307,61.06016243771744,94.85616623336531,92.18891660987563,53.9135147503366,34.0
80,93.11951157829942,92.38251498458168,107.0487459492126,90.54002366846488,133.32267227202405,110.47577985643606,95.035702524277,83.24375806288238,90.90852192486334,69.0565748876472,98.72541199296576,96.50350844705858,55.361412893414496,35.0
81,105.9432513299258,74.69459834160524,95.80954891869598,89.4345290065549,151.60018637499934,130.0061880566435,89.50822866509841,90.98222170371552,90.17152552713922,85.12309933870667,105.87716330290608,100.35454474301302,57.131149219701676,36.0
82,125.32626024355652,93.41431037793184,106.5328486173776,108.0805413895473,161.51278989917083,139.80824210126434,114.5661108471614,89.69247785913389,109.1123365221166,103.03211513473671,118.8766437898623,115.08846366315244,58.41794740489125,37.0
83,152.18978396174796,106.01695124604296,117.18244868221488,127.09505206492916,170.39359830076114,170.2093491676573,125.2894105626518,107.41724460651832,120.0935850252849,120.90428116264356,133.59465289652576,131.67291859221675,59.865758940398685,38.0
84,157.2013605927678,120.97798103776272,120.09358519912811,139.43974417278733,173.04678604075946,172.8625369074179,144.67241953629744,111.43387591742746,139.91879191966638,129.3428916347997,143.2729540961385,140.9773818804396,61.47447096555828,39.0
85,164.20282787327733,140.3609900434216,139.47659420527364,156.83286254333456,175.58942431315785,175.40517517957295,151.01058993389415,130.9642842276695,157.34876011775856,139.14494571626,154.15087173467592,153.0972295813783,63.08315248967011,40.0
86,173.00993667853854,171.13059551228545,171.42539412657615,170.87264672507118,178.20576225299493,177.98466329228677,169.69345226888802,150.05249465551722,171.57279343411116,149.24179843632217,166.74238813410537,168.28873939084878,64.69168090395331,41.0
87,175.69997427688497,173.45213483986907,173.74693345441557,173.23103587906618,180.8221002044007,180.6010012434368,172.0518414208371,172.23609055487466,174.04173206938617,159.15440204351736,173.25528789382125,173.4871776798932,66.13937534251214,42.0
88,178.4268617144472,175.81052400560483,176.10532262041272,175.62627487125272,183.36473851415263,183.10678972595383,174.4839302381675,174.59447971878075,176.54752054327747,163.79748045103042,176.0237290164677,176.1654217057058,67.74796386039952,43.0
89,181.0800495125415,178.13206335769598,178.39001214600435,177.94781422307568,185.7231277037372,185.46517891527023,176.76861976134583,176.87916924222725,178.97960937728027,167.7404121658799,178.58997145583365,178.69517795931728,69.19547073972225,44.0
90,183.65953766966263,180.30620341355552,180.52730237532273,180.1219542786615,188.00781725208788,187.7130186362583,178.94275981528898,179.09015912325916,181.3011487423162,170.319900302194,180.84722524407465,180.9829828929211,70.80399674034118,45.0
91,186.09162653366045,182.33294417465413,182.55404313698247,182.14869503947952,189.96085837122317,189.6292099276788,180.93265074755055,181.0800500555207,183.40158915912497,172.42034070273098,182.81693654483925,183.03226973808003,72.09065895754496,46.0
92,188.37631610221624,184.17543581212303,184.4702344291555,184.02803650387128,191.69280053879825,191.3243022677587,182.8488420368619,182.9593915181954,185.3914801065746,174.44708146079142,184.6166733886212,184.95187627210305,73.53821190775732,47.0
93,190.6978555205275,185.90737799054324,186.2758762620805,185.7231288547746,193.64584169282548,193.0930942855196,184.61763404016284,184.61763404016284,187.1971219409236,176.51067206634332,186.41800938710537,186.7910845452534,74.9855952884376,48.0
94,192.72459630312744,187.56562049386588,188.11836790200107,187.56562049386588,194.567087663578,194.19858939148787,186.2758765415505,186.46012567759556,189.0396135822263,178.53741282765822,187.8556061374203,188.48459444990945,76.59400237391394,49.0
