,rjd,berv,snr,RA,DEC,berv_computed,fileroot
0,56960.96062499983,-9.318275,255.3,26.017013,-15.937478,-9.3472,/Users/cretignier/Documents/Snaky/TEST/data/s1d/HARPN_3.0.1/RAW/r.HARPN.2014-10-30T23-03-18.180_S1D_A.fits
