,filename,jdb,berv,flag,anomalous,flag1,flag2,CaIIH,CaIIH_std,CaIIK,CaIIK_std,CaI,CaI_std,MgIa,MgIa_std,MgIb,MgIb_std,MgIc,MgIc_std,NaD1,NaD1_std,NaD2,NaD2_std,NaDC,NaDC_std,Ha,Ha_std,Hb,Hb_std,Hc,Hc_std,Hd,Hd_std,Heps,Heps_std,HeID3,HeID3_std,CaII,CaII_std,NaD,NaD_std,MgI,MgI_std,RHK,RHK_std,MHK,MHK_std
0,/Users/cretignier/Documents/Snaky/MY_STAR/data/s1d/SOPHIE_0.5/WORKSPACE/RASSINE_Stacked_spectrum_B0.00_SOPHIE_2007-09-17T01:26:24.199.p,54360.57059086021,6.827,1,1,1,1,0.1133066680558289,0.0,0.0950549236992391,0.0,0.5648637726757221,0.0,0.5265876263313508,0.0,0.4704496035216516,0.0,0.4161036552903341,0.0,0.5628709454593361,0.0,0.625231691110185,0.0,0.9402713955115845,0.0,0.2556696506861093,0.0,0.3039184463412432,0.0,0.3162211995582465,0.0,0.2303550224616928,0.0,0.1474380176293591,0.0,0.974387565221954,0.0,0.104180795877534,0.0,0.5940513182847605,0.0,0.7065704425716682,0.0,-5.001301049449018,0.31187499161741794,-1.3289053791570415,28.118020626410583
